sku,product_name,brand_owner,brand,brand_tier,category,business_mode,inventory_risk_owner,msrp,standard_cost,take_rate,gross_margin_target,season,product_lifecycle,price_band,gender_segment,age_segment,color_family,size_group,style_type,core_or_seasonal,clearance_flag,replenishable_flag,launch_date
SKU00334,Champion Outdoor Apparel Before,External Brand,Champion,Tier 3,Outdoor Apparel,Buyout,Himaxx,1126.97,192.6,1.0,0.3984,Fall,Mature,Premium,Men,Adult,Red,M-L,Limited,Seasonal,0,1,2024-03-08
SKU00335,Adidas Sportswear Little,External Brand,Adidas,Tier 1,Sportswear,Consignment,Brand Partner,311.53,8.41,0.2529,0.2267,Spring,Clearance,Mass,Women,Young Adult,Black,M-L,Core Basic,Seasonal,1,0,2024-01-30
SKU00336,Cole Haan Running Shoes Majority,External Brand,Cole Haan,Tier 2,Running Shoes,Buyout,Himaxx,1446.26,83.6,1.0,0.4874,Summer,New,Premium,Women,Adult,Black,M-L,Fashion,Seasonal,0,0,2025-01-20
SKU00337,Brand A Outdoor Apparel Relate,Himaxx Own,Brand A,Tier 2,Outdoor Apparel,Own Brand,Himaxx,1849.38,210.52,1.0,0.4233,Summer,Mature,Luxury,Men,Young Adult,Blue,M-L,Core Basic,Core,0,1,2024-06-25
SKU00338,Brooks Brothers Basketball Shoes Air,External Brand,Brooks Brothers,Tier 1,Basketball Shoes,Buyout,Himaxx,1119.75,165.77,1.0,0.3469,Fall,Growth,Premium,Women,Young Adult,Blue,M-L,Core Basic,Core,0,1,2024-10-30
SKU00339,Brand A Training Shoes Garden,Himaxx Own,Brand A,Tier 2,Training Shoes,Own Brand,Himaxx,540.77,79.63,1.0,0.5999,Core,Mature,Mass,Men,Young Adult,Grey,M-L,Performance,Seasonal,0,1,2023-11-23
SKU00340,The North Face Running Shoes Difference,External Brand,The North Face,Tier 3,Running Shoes,Buyout,Himaxx,1554.42,201.89,1.0,0.3221,Summer,Mature,Premium,Men,Adult,Red,M-L,Limited,Seasonal,0,1,2024-05-30
SKU00341,Adidas Basketball Shoes Evening,External Brand,Adidas,Tier 1,Basketball Shoes,Consignment,Brand Partner,555.75,14.17,0.2351,0.34,Winter,Growth,Mass,Unisex,Adult,Blue,One Size,Fashion,Seasonal,0,1,2024-05-14
SKU00342,Champion Accessories Up,External Brand,Champion,Tier 3,Accessories,Buyout,Himaxx,626.87,71.55,1.0,0.304,Spring,Growth,Mass,Women,Adult,White,XL-XXL,Performance,Seasonal,0,1,2025-02-18
SKU00343,Cole Haan Outdoor Apparel Up,External Brand,Cole Haan,Tier 2,Outdoor Apparel,Buyout,Himaxx,606.47,69.86,1.0,0.4079,Summer,Growth,Mass,Men,Adult,Black,M-L,Clearance,Seasonal,1,0,2024-03-05
SKU00344,Lululemon Underwear Action,External Brand,Lululemon,Tier 1,Underwear,Consignment,Brand Partner,568.85,21.41,0.3061,0.2187,Core,Mature,Mass,Men,Senior,Black,M-L,Limited,Seasonal,0,1,2024-11-23
SKU00345,New Balance Running Shoes Cut,External Brand,New Balance,Tier 3,Running Shoes,Consignment,Brand Partner,605.37,17.83,0.2201,0.2214,Summer,New,Mass,Men,Young Adult,White,XS-S,Performance,Seasonal,0,0,2023-08-09
SKU00346,Salomon Kids Apparel Service,External Brand,Salomon,Tier 3,Kids Apparel,Buyout,Himaxx,1150.18,139.4,1.0,0.3663,Spring,Mature,Premium,Men,Adult,Brown,One Size,Core Basic,Core,0,1,2024-07-26
SKU00347,Skechers Kids Apparel One,External Brand,Skechers,Tier 3,Kids Apparel,Buyout,Himaxx,518.38,51.3,1.0,0.4798,Spring,Mature,Mass,Men,Youth,Brown,XL-XXL,Fashion,Seasonal,0,1,2025-08-15
SKU00348,Hoka Outdoor Apparel Rock,External Brand,Hoka,Tier 1,Outdoor Apparel,Consignment,Brand Partner,1241.3,42.96,0.2927,0.2171,Summer,Growth,Premium,Unisex,Young Adult,Black,M-L,Performance,Seasonal,0,1,2024-10-10
SKU00349,Brooks Brothers Lifestyle Apparel Seek,External Brand,Brooks Brothers,Tier 1,Lifestyle Apparel,Buyout,Himaxx,403.89,40.57,1.0,0.4316,Winter,Mature,Mass,Men,Young Adult,Grey,M-L,Performance,Seasonal,0,1,2024-10-26
SKU00350,Columbia Accessories Structure,External Brand,Columbia,Tier 3,Accessories,Consignment,Brand Partner,626.47,22.18,0.2539,0.2836,Core,Mature,Mass,Women,Adult,Black,XS-S,Limited,Seasonal,0,1,2023-05-26
SKU00351,Nike Kids Apparel Financial,External Brand,Nike,Tier 1,Kids Apparel,Consignment,Brand Partner,360.86,6.35,0.3097,0.3304,Fall,Clearance,Mass,Men,Young Adult,White,M-L,Core Basic,Seasonal,1,0,2024-01-05
SKU00352,Brand B Accessories Role,Himaxx Own,Brand B,Tier 2,Accessories,Own Brand,Himaxx,597.38,130.01,1.0,0.4064,Summer,New,Mass,Women,Adult,Black,XL-XXL,Core Basic,Seasonal,0,0,2024-01-29
SKU00353,On Running Bags Record,External Brand,On Running,Tier 1,Bags,Consignment,Brand Partner,276.68,4.55,0.2046,0.2313,Fall,New,Entry,Kids,Adult,Blue,M-L,Core Basic,Seasonal,0,0,2025-02-02
SKU00354,Patagonia Sportswear Material,External Brand,Patagonia,Tier 3,Sportswear,Buyout,Himaxx,658.72,117.54,1.0,0.3058,Summer,Mature,Mass,Women,Young Adult,White,XL-XXL,Core Basic,Core,0,1,2025-01-03
SKU00355,Hoka Yoga Apparel Guy,External Brand,Hoka,Tier 1,Yoga Apparel,Consignment,Brand Partner,1220.7,50.48,0.3394,0.2508,Fall,Growth,Premium,Men,Young Adult,Red,M-L,Fashion,Seasonal,0,1,2024-08-15
SKU00356,Brand B Running Shoes Skill,Himaxx Own,Brand B,Tier 2,Running Shoes,Own Brand,Himaxx,1295.19,258.2,1.0,0.5655,Fall,Mature,Premium,Women,Young Adult,Black,M-L,Limited,Seasonal,0,1,2024-12-30
SKU00357,The North Face Lifestyle Apparel He,External Brand,The North Face,Tier 3,Lifestyle Apparel,Buyout,Himaxx,725.69,47.5,1.0,0.403,Spring,Clearance,Mass,Unisex,Senior,Black,One Size,Performance,Seasonal,1,0,2025-06-15
SKU00358,Reebok Underwear Performance Apparel Experience,External Brand,Reebok Underwear,Tier 2,Performance Apparel,Buyout,Himaxx,1544.26,190.2,1.0,0.3886,Spring,Growth,Premium,Women,Youth,Grey,XS-S,Clearance,Seasonal,1,0,2024-04-07
SKU00359,Brand B Basketball Shoes During,Himaxx Own,Brand B,Tier 2,Basketball Shoes,Own Brand,Himaxx,626.74,98.61,1.0,0.5686,Summer,Growth,Mass,Women,Youth,Black,M-L,Limited,Seasonal,0,1,2023-09-17
SKU00360,Salomon Running Shoes Data,External Brand,Salomon,Tier 3,Running Shoes,Buyout,Himaxx,1607.25,262.78,1.0,0.474,Fall,Growth,Luxury,Women,Adult,White,M-L,Core Basic,Core,0,1,2024-04-17
SKU00361,The North Face Accessories Situation,External Brand,The North Face,Tier 3,Accessories,Buyout,Himaxx,101.24,14.07,1.0,0.3638,Summer,Growth,Entry,Men,Senior,Multi,XS-S,Fashion,Seasonal,0,1,2024-12-14
SKU00362,Brooks Brothers Outdoor Apparel Sound,External Brand,Brooks Brothers,Tier 1,Outdoor Apparel,Buyout,Himaxx,1791.56,202.77,1.0,0.4291,Winter,New,Luxury,Women,Adult,Black,XS-S,Core Basic,Seasonal,0,0,2025-06-01
SKU00363,Under Armour Accessories Dark,External Brand,Under Armour,Tier 3,Accessories,Buyout,Himaxx,415.99,49.29,1.0,0.2508,Spring,Mature,Mass,Unisex,Youth,Brown,XS-S,Fashion,Seasonal,0,1,2023-12-30
SKU00364,Brand A Outdoor Apparel Member,Himaxx Own,Brand A,Tier 2,Outdoor Apparel,Own Brand,Himaxx,1515.83,173.85,1.0,0.5187,Fall,Mature,Premium,Unisex,Senior,Grey,M-L,Performance,Seasonal,0,1,2024-03-05
SKU00365,On Running Performance Apparel Perform,External Brand,On Running,Tier 1,Performance Apparel,Consignment,Brand Partner,639.46,10.75,0.1889,0.1834,Summer,Growth,Mass,Kids,Youth,Black,M-L,Core Basic,Core,0,1,2026-04-11
SKU00366,Brand B Kids Apparel Network,Himaxx Own,Brand B,Tier 2,Kids Apparel,Own Brand,Himaxx,602.55,87.38,1.0,0.3595,Core,Growth,Mass,Men,Young Adult,Black,M-L,Core Basic,Core,0,1,2025-02-19
SKU00367,Adidas Yoga Apparel Black,External Brand,Adidas,Tier 1,Yoga Apparel,Consignment,Brand Partner,290.03,5.14,0.316,0.2201,Fall,New,Entry,Kids,Young Adult,White,XL-XXL,Performance,Seasonal,0,0,2025-11-04
SKU00368,Puma Sportswear Fine,External Brand,Puma,Tier 3,Sportswear,Buyout,Himaxx,789.85,86.35,1.0,0.3265,Spring,New,Mass,Men,Young Adult,Blue,M-L,Core Basic,Seasonal,0,0,2024-01-12
SKU00369,Adidas Bags Country,External Brand,Adidas,Tier 1,Bags,Consignment,Brand Partner,285.99,12.06,0.3289,0.3078,Core,Growth,Entry,Women,Young Adult,Grey,XS-S,Performance,Seasonal,0,1,2024-04-02
SKU00370,Hoka Sportswear Section,External Brand,Hoka,Tier 1,Sportswear,Buyout,Himaxx,560.11,63.17,1.0,0.4675,Spring,New,Mass,Kids,Young Adult,Multi,XL-XXL,Limited,Seasonal,0,0,2024-12-12
SKU00371,Brand A Sportswear Eye,Himaxx Own,Brand A,Tier 2,Sportswear,Own Brand,Himaxx,1014.07,188.98,1.0,0.3944,Summer,Mature,Premium,Unisex,Senior,White,One Size,Fashion,Seasonal,0,1,2023-06-26
SKU00372,Under Armour Kids Apparel Arm,External Brand,Under Armour,Tier 3,Kids Apparel,Consignment,Brand Partner,778.15,26.72,0.2562,0.2365,Spring,Growth,Mass,Unisex,Adult,Red,M-L,Clearance,Seasonal,1,0,2025-01-02
SKU00373,New Balance Outdoor Apparel Save,External Brand,New Balance,Tier 3,Outdoor Apparel,Buyout,Himaxx,1407.04,214.71,1.0,0.3339,Summer,Mature,Premium,Men,Adult,Multi,M-L,Core Basic,Core,0,1,2026-03-06
SKU00374,Asics Sportswear Pull,External Brand,Asics,Tier 3,Sportswear,Buyout,Himaxx,534.94,61.25,1.0,0.349,Fall,Mature,Mass,Men,Adult,White,M-L,Core Basic,Core,0,1,2025-12-13
SKU00375,Salomon Lifestyle Apparel Military,External Brand,Salomon,Tier 3,Lifestyle Apparel,Buyout,Himaxx,298.97,41.92,1.0,0.4803,Core,New,Entry,Women,Young Adult,Red,XL-XXL,Core Basic,Seasonal,0,0,2023-08-28
SKU00376,Puma Sportswear Actually,External Brand,Puma,Tier 3,Sportswear,Consignment,Brand Partner,942.22,40.68,0.2377,0.2271,Summer,Mature,Premium,Men,Adult,Blue,M-L,Core Basic,Core,0,1,2025-01-25
SKU00377,Reebok Underwear Kids Apparel Manager,External Brand,Reebok Underwear,Tier 2,Kids Apparel,Consignment,Brand Partner,367.42,14.74,0.2907,0.2918,Winter,Clearance,Mass,Kids,Senior,Blue,M-L,Fashion,Seasonal,1,0,2024-10-13
SKU00378,Cole Haan Sportswear Grow,External Brand,Cole Haan,Tier 2,Sportswear,Buyout,Himaxx,295.36,38.28,1.0,0.488,Winter,Clearance,Entry,Women,Adult,Green,M-L,Core Basic,Seasonal,1,0,2023-11-25
SKU00379,Brand B Kids Apparel Approach,Himaxx Own,Brand B,Tier 2,Kids Apparel,Own Brand,Himaxx,827.88,150.52,1.0,0.4139,Spring,Mature,Premium,Unisex,Young Adult,Green,XS-S,Performance,Seasonal,0,1,2024-02-08
SKU00380,Cole Haan Performance Apparel Training,External Brand,Cole Haan,Tier 2,Performance Apparel,Buyout,Himaxx,1857.21,124.75,1.0,0.3639,Spring,New,Luxury,Kids,Adult,White,One Size,Fashion,Seasonal,0,0,2024-10-12
SKU00381,Columbia Accessories Term,External Brand,Columbia,Tier 3,Accessories,Buyout,Himaxx,294.42,24.76,1.0,0.4205,Fall,Mature,Entry,Men,Young Adult,Black,M-L,Performance,Seasonal,0,1,2023-07-18
SKU00382,Fila Training Shoes Million,External Brand,Fila,Tier 3,Training Shoes,Buyout,Himaxx,1462.55,230.31,1.0,0.3328,Spring,Growth,Premium,Men,Adult,Grey,XS-S,Clearance,Seasonal,1,0,2023-07-28
SKU00383,Puma Running Shoes Professional,External Brand,Puma,Tier 3,Running Shoes,Buyout,Himaxx,1035.26,83.45,1.0,0.4831,Summer,Mature,Premium,Women,Senior,Green,One Size,Performance,Seasonal,0,1,2025-05-28
SKU00384,Fila Running Shoes Civil,External Brand,Fila,Tier 3,Running Shoes,Consignment,Brand Partner,954.01,13.05,0.2147,0.3211,Fall,Mature,Premium,Kids,Young Adult,Black,XL-XXL,Performance,Seasonal,0,1,2023-10-18
SKU00385,Reebok Underwear Outdoor Apparel Order,External Brand,Reebok Underwear,Tier 2,Outdoor Apparel,Buyout,Himaxx,1952.3,261.1,1.0,0.3614,Core,Growth,Luxury,Men,Adult,Red,XS-S,Clearance,Seasonal,1,0,2026-03-12
SKU00386,Lululemon Basketball Shoes Bed,External Brand,Lululemon,Tier 1,Basketball Shoes,Buyout,Himaxx,648.5,96.32,1.0,0.2777,Spring,New,Mass,Men,Adult,Black,XL-XXL,Performance,Seasonal,0,0,2026-04-30
SKU00387,Puma Performance Apparel By,External Brand,Puma,Tier 3,Performance Apparel,Buyout,Himaxx,1564.14,272.86,1.0,0.3019,Fall,New,Premium,Unisex,Young Adult,Black,M-L,Performance,Seasonal,0,0,2025-01-08
SKU00388,Brand B Kids Apparel Keep,Himaxx Own,Brand B,Tier 2,Kids Apparel,Own Brand,Himaxx,129.37,18.62,1.0,0.571,Spring,Growth,Entry,Kids,Adult,Black,M-L,Performance,Seasonal,0,1,2025-03-01
SKU00389,Skechers Lifestyle Apparel Street,External Brand,Skechers,Tier 3,Lifestyle Apparel,Buyout,Himaxx,507.4,36.81,1.0,0.4911,Winter,Clearance,Mass,Men,Youth,White,XS-S,Fashion,Seasonal,1,0,2025-03-15
SKU00390,Adidas Yoga Apparel Stand,External Brand,Adidas,Tier 1,Yoga Apparel,Buyout,Himaxx,553.15,66.38,1.0,0.4465,Winter,New,Mass,Women,Youth,Grey,M-L,Core Basic,Seasonal,0,0,2024-11-30
SKU00391,Adidas Basketball Shoes Little,External Brand,Adidas,Tier 1,Basketball Shoes,Consignment,Brand Partner,649.57,21.31,0.2224,0.2554,Core,New,Mass,Women,Adult,White,One Size,Core Basic,Seasonal,0,0,2026-01-26
SKU00392,Under Armour Training Shoes Finish,External Brand,Under Armour,Tier 3,Training Shoes,Consignment,Brand Partner,845.08,25.99,0.3227,0.2389,Core,Clearance,Premium,Unisex,Young Adult,Blue,M-L,Core Basic,Seasonal,1,0,2025-12-04
SKU00393,Brand B Accessories Laugh,Himaxx Own,Brand B,Tier 2,Accessories,Own Brand,Himaxx,458.06,76.07,1.0,0.4225,Fall,Mature,Mass,Kids,Adult,Blue,M-L,Core Basic,Core,0,1,2024-04-06
SKU00394,Nike Outdoor Apparel Pressure,External Brand,Nike,Tier 1,Outdoor Apparel,Consignment,Brand Partner,1623.18,35.89,0.294,0.2366,Summer,Clearance,Luxury,Men,Senior,White,XS-S,Core Basic,Seasonal,1,0,2023-07-12
SKU00395,Brand B Kids Apparel Sister,Himaxx Own,Brand B,Tier 2,Kids Apparel,Own Brand,Himaxx,903.85,111.44,1.0,0.5698,Summer,New,Premium,Men,Youth,Grey,XL-XXL,Core Basic,Seasonal,0,0,2023-08-24
SKU00396,Adidas Training Shoes Source,External Brand,Adidas,Tier 1,Training Shoes,Buyout,Himaxx,1504.9,225.47,1.0,0.3461,Core,Mature,Premium,Women,Adult,Red,One Size,Fashion,Seasonal,0,1,2023-12-21
SKU00397,Asics Underwear Development,External Brand,Asics,Tier 3,Underwear,Consignment,Brand Partner,355.04,11.85,0.2769,0.1816,Fall,Mature,Mass,Women,Adult,White,M-L,Fashion,Seasonal,0,1,2024-02-21
SKU00398,Lululemon Sportswear Beat,External Brand,Lululemon,Tier 1,Sportswear,Buyout,Himaxx,1194.18,162.0,1.0,0.2644,Spring,Mature,Premium,Women,Young Adult,Red,XS-S,Performance,Seasonal,0,1,2023-10-26
SKU00399,Asics Performance Apparel Consumer,External Brand,Asics,Tier 3,Performance Apparel,Consignment,Brand Partner,752.68,32.69,0.1917,0.283,Winter,Growth,Mass,Women,Young Adult,Blue,M-L,Core Basic,Core,0,1,2025-01-01
SKU00400,Hoka Sportswear Close,External Brand,Hoka,Tier 1,Sportswear,Buyout,Himaxx,198.0,24.18,1.0,0.2949,Winter,Growth,Entry,Women,Youth,Black,M-L,Core Basic,Core,0,1,2023-05-10
SKU00401,Reebok Underwear Yoga Apparel Little,External Brand,Reebok Underwear,Tier 2,Yoga Apparel,Buyout,Himaxx,586.99,92.98,1.0,0.3439,Spring,Mature,Mass,Women,Young Adult,Blue,XS-S,Fashion,Seasonal,0,1,2025-05-31
SKU00402,Puma Performance Apparel Many,External Brand,Puma,Tier 3,Performance Apparel,Buyout,Himaxx,1480.55,161.19,1.0,0.3007,Core,Growth,Premium,Kids,Adult,Black,XL-XXL,Fashion,Seasonal,0,1,2024-03-21
SKU00403,Nike Outdoor Apparel Each,External Brand,Nike,Tier 1,Outdoor Apparel,Consignment,Brand Partner,718.87,14.58,0.2917,0.3316,Fall,Mature,Mass,Unisex,Adult,Brown,M-L,Fashion,Seasonal,0,1,2024-03-18
SKU00404,Lululemon Accessories Fear,External Brand,Lululemon,Tier 1,Accessories,Consignment,Brand Partner,445.84,11.06,0.2434,0.3275,Core,Mature,Mass,Men,Adult,Grey,XS-S,Core Basic,Core,0,1,2025-06-15
SKU00405,Under Armour Performance Apparel Long,External Brand,Under Armour,Tier 3,Performance Apparel,Consignment,Brand Partner,1390.28,43.62,0.3074,0.3255,Winter,New,Premium,Men,Young Adult,Brown,XL-XXL,Core Basic,Seasonal,0,0,2023-07-24
SKU00406,Cole Haan Running Shoes East,External Brand,Cole Haan,Tier 2,Running Shoes,Buyout,Himaxx,1385.18,120.94,1.0,0.476,Spring,Mature,Premium,Unisex,Youth,Blue,XL-XXL,Fashion,Seasonal,0,1,2026-02-12
SKU00407,Brand B Performance Apparel Store,Himaxx Own,Brand B,Tier 2,Performance Apparel,Own Brand,Himaxx,507.29,101.03,1.0,0.5992,Winter,Growth,Mass,Men,Youth,Red,XS-S,Core Basic,Core,0,1,2025-09-20
SKU00408,Brand A Performance Apparel Perform,Himaxx Own,Brand A,Tier 2,Performance Apparel,Own Brand,Himaxx,2062.13,286.03,1.0,0.5766,Core,Mature,Luxury,Men,Young Adult,Brown,XL-XXL,Clearance,Seasonal,1,0,2025-04-30
SKU00409,Puma Yoga Apparel World,External Brand,Puma,Tier 3,Yoga Apparel,Consignment,Brand Partner,910.6,22.97,0.2889,0.3023,Core,Clearance,Premium,Unisex,Adult,Blue,XS-S,Core Basic,Seasonal,1,0,2023-12-10
SKU00410,Brand B Sportswear Building,Himaxx Own,Brand B,Tier 2,Sportswear,Own Brand,Himaxx,1260.87,183.95,1.0,0.5399,Core,New,Premium,Unisex,Youth,Blue,XS-S,Fashion,Seasonal,0,0,2024-12-24
SKU00411,New Balance Running Shoes Raise,External Brand,New Balance,Tier 3,Running Shoes,Buyout,Himaxx,1583.16,274.18,1.0,0.3675,Spring,Mature,Premium,Women,Young Adult,Blue,M-L,Performance,Seasonal,0,1,2023-10-18
SKU00412,Cole Haan Training Shoes Exactly,External Brand,Cole Haan,Tier 2,Training Shoes,Buyout,Himaxx,1084.13,57.87,1.0,0.427,Core,Growth,Premium,Women,Adult,Black,One Size,Clearance,Seasonal,1,0,2025-10-29
SKU00413,The North Face Training Shoes Away,External Brand,The North Face,Tier 3,Training Shoes,Buyout,Himaxx,1357.84,167.45,1.0,0.4529,Core,Clearance,Premium,Women,Adult,Blue,XS-S,Core Basic,Seasonal,1,0,2023-07-12
SKU00414,Cole Haan Training Shoes Structure,External Brand,Cole Haan,Tier 2,Training Shoes,Buyout,Himaxx,1578.44,135.2,1.0,0.3535,Winter,Mature,Premium,Women,Adult,Grey,M-L,Performance,Seasonal,0,1,2024-04-08
SKU00415,Brooks Brothers Kids Apparel Smile,External Brand,Brooks Brothers,Tier 1,Kids Apparel,Buyout,Himaxx,1012.29,88.54,1.0,0.4198,Core,Mature,Premium,Unisex,Adult,Green,M-L,Core Basic,Core,0,1,2025-10-26
SKU00416,Fila Outdoor Apparel Will,External Brand,Fila,Tier 3,Outdoor Apparel,Consignment,Brand Partner,1990.04,33.75,0.2069,0.2423,Fall,Mature,Luxury,Unisex,Young Adult,Grey,XL-XXL,Performance,Seasonal,0,1,2024-03-19
SKU00417,Asics Kids Apparel Capital,External Brand,Asics,Tier 3,Kids Apparel,Consignment,Brand Partner,771.88,34.7,0.2605,0.2671,Summer,New,Mass,Men,Young Adult,White,M-L,Fashion,Seasonal,0,0,2024-10-02
SKU00418,The North Face Training Shoes Fly,External Brand,The North Face,Tier 3,Training Shoes,Consignment,Brand Partner,684.32,28.34,0.3268,0.3491,Core,New,Mass,Men,Young Adult,Black,XL-XXL,Performance,Seasonal,0,0,2025-06-12
SKU00419,Lululemon Yoga Apparel Yes,External Brand,Lululemon,Tier 1,Yoga Apparel,Consignment,Brand Partner,832.92,29.85,0.2944,0.3049,Fall,New,Premium,Women,Adult,Red,XS-S,Core Basic,Seasonal,0,0,2024-03-01
SKU00420,Salomon Underwear Notice,External Brand,Salomon,Tier 3,Underwear,Buyout,Himaxx,191.98,24.53,1.0,0.4018,Summer,New,Entry,Men,Adult,White,M-L,Core Basic,Seasonal,0,0,2024-10-29
SKU00421,Cole Haan Bags Be,External Brand,Cole Haan,Tier 2,Bags,Buyout,Himaxx,257.84,16.56,1.0,0.4607,Core,Growth,Entry,Men,Senior,Blue,M-L,Limited,Seasonal,0,1,2025-02-20
SKU00422,Nike Bags Visit,External Brand,Nike,Tier 1,Bags,Consignment,Brand Partner,1376.09,17.13,0.1846,0.3217,Winter,Mature,Premium,Men,Adult,Grey,XL-XXL,Performance,Seasonal,0,1,2024-08-23
SKU00423,Salomon Underwear Future,External Brand,Salomon,Tier 3,Underwear,Buyout,Himaxx,675.7,89.8,1.0,0.3181,Summer,New,Mass,Men,Adult,Green,XL-XXL,Limited,Seasonal,0,0,2025-02-27
SKU00424,Asics Underwear Agree,External Brand,Asics,Tier 3,Underwear,Buyout,Himaxx,547.11,74.49,1.0,0.2923,Fall,Growth,Mass,Unisex,Adult,Brown,XS-S,Clearance,Seasonal,1,0,2023-08-16
SKU00425,New Balance Lifestyle Apparel Represent,External Brand,New Balance,Tier 3,Lifestyle Apparel,Buyout,Himaxx,442.01,45.96,1.0,0.3484,Summer,Mature,Mass,Women,Adult,Blue,M-L,Core Basic,Core,0,1,2025-11-08
SKU00426,Cole Haan Lifestyle Apparel Parent,External Brand,Cole Haan,Tier 2,Lifestyle Apparel,Buyout,Himaxx,195.76,16.28,1.0,0.413,Spring,Mature,Entry,Women,Young Adult,Grey,XS-S,Fashion,Seasonal,0,1,2025-02-08
SKU00427,Salomon Kids Apparel Against,External Brand,Salomon,Tier 3,Kids Apparel,Buyout,Himaxx,910.63,74.16,1.0,0.2889,Fall,Growth,Premium,Women,Young Adult,Blue,M-L,Performance,Seasonal,0,1,2026-05-06
SKU00428,Asics Sportswear Remember,External Brand,Asics,Tier 3,Sportswear,Consignment,Brand Partner,580.1,18.23,0.3447,0.3492,Winter,New,Mass,Men,Adult,White,XS-S,Performance,Seasonal,0,0,2025-10-23
SKU00429,Patagonia Training Shoes Part,External Brand,Patagonia,Tier 3,Training Shoes,Consignment,Brand Partner,836.51,20.62,0.2443,0.1873,Fall,Mature,Premium,Kids,Young Adult,Black,XL-XXL,Clearance,Seasonal,1,0,2023-06-21
SKU00430,Brand A Performance Apparel Something,Himaxx Own,Brand A,Tier 2,Performance Apparel,Own Brand,Himaxx,1051.56,208.12,1.0,0.5653,Fall,Mature,Premium,Unisex,Young Adult,Black,M-L,Core Basic,Core,0,1,2023-11-15
SKU00431,Nike Training Shoes Natural,External Brand,Nike,Tier 1,Training Shoes,Buyout,Himaxx,1509.39,250.14,1.0,0.44,Fall,Mature,Premium,Unisex,Youth,Blue,XS-S,Core Basic,Core,0,1,2025-04-20
SKU00432,Puma Yoga Apparel Whom,External Brand,Puma,Tier 3,Yoga Apparel,Consignment,Brand Partner,1239.06,56.66,0.3293,0.2026,Core,Clearance,Premium,Unisex,Adult,Black,XS-S,Clearance,Seasonal,1,0,2024-03-07
SKU00433,Puma Yoga Apparel Pay,External Brand,Puma,Tier 3,Yoga Apparel,Buyout,Himaxx,274.6,49.27,1.0,0.4692,Summer,New,Entry,Kids,Young Adult,Black,M-L,Fashion,Seasonal,0,0,2024-08-27
SKU00434,Nike Kids Apparel Teach,External Brand,Nike,Tier 1,Kids Apparel,Buyout,Himaxx,747.57,89.17,1.0,0.274,Winter,Growth,Mass,Men,Adult,Grey,M-L,Limited,Seasonal,0,1,2024-10-27
SKU00435,New Balance Outdoor Apparel Benefit,External Brand,New Balance,Tier 3,Outdoor Apparel,Buyout,Himaxx,567.34,91.24,1.0,0.4717,Spring,Mature,Mass,Women,Young Adult,Black,M-L,Core Basic,Core,0,1,2024-10-03
SKU00436,Brand A Outdoor Apparel Issue,Himaxx Own,Brand A,Tier 2,Outdoor Apparel,Own Brand,Himaxx,751.39,87.44,1.0,0.5796,Fall,Growth,Mass,Men,Youth,Black,XL-XXL,Fashion,Seasonal,0,1,2024-05-06
SKU00437,Salomon Accessories Religious,External Brand,Salomon,Tier 3,Accessories,Buyout,Himaxx,612.69,51.04,1.0,0.3932,Summer,Growth,Mass,Men,Youth,Green,M-L,Core Basic,Core,0,1,2023-08-30
SKU00438,Fila Running Shoes College,External Brand,Fila,Tier 3,Running Shoes,Buyout,Himaxx,550.42,77.44,1.0,0.4931,Winter,Mature,Mass,Women,Youth,Grey,M-L,Core Basic,Core,0,1,2024-05-03
SKU00439,On Running Bags Rule,External Brand,On Running,Tier 1,Bags,Buyout,Himaxx,1368.23,241.73,1.0,0.4949,Spring,Growth,Premium,Men,Young Adult,Blue,XS-S,Fashion,Seasonal,0,1,2024-10-31
SKU00440,New Balance Basketball Shoes Recognize,External Brand,New Balance,Tier 3,Basketball Shoes,Buyout,Himaxx,1390.47,129.57,1.0,0.4658,Core,Growth,Premium,Men,Youth,White,XL-XXL,Core Basic,Core,0,1,2026-03-07
SKU00441,Nike Basketball Shoes Teach,External Brand,Nike,Tier 1,Basketball Shoes,Consignment,Brand Partner,406.05,5.96,0.289,0.2289,Summer,Mature,Mass,Unisex,Young Adult,White,M-L,Clearance,Seasonal,1,0,2025-08-17
SKU00442,Under Armour Lifestyle Apparel Although,External Brand,Under Armour,Tier 3,Lifestyle Apparel,Buyout,Himaxx,350.49,31.4,1.0,0.41,Spring,New,Mass,Women,Adult,Red,M-L,Clearance,Seasonal,1,0,2024-09-17
SKU00443,Reebok Underwear Kids Apparel Forward,External Brand,Reebok Underwear,Tier 2,Kids Apparel,Consignment,Brand Partner,548.39,14.75,0.2567,0.1965,Core,Growth,Mass,Men,Youth,Multi,XL-XXL,Fashion,Seasonal,0,1,2024-02-08
SKU00444,Skechers Basketball Shoes Business,External Brand,Skechers,Tier 3,Basketball Shoes,Consignment,Brand Partner,1247.09,35.43,0.2988,0.2388,Fall,Mature,Premium,Kids,Young Adult,White,M-L,Fashion,Seasonal,0,1,2026-04-04
SKU00445,Brand B Underwear International,Himaxx Own,Brand B,Tier 2,Underwear,Own Brand,Himaxx,314.51,47.71,1.0,0.3592,Winter,Growth,Mass,Women,Adult,Blue,XS-S,Performance,Seasonal,0,1,2025-12-10
